City_ID,City,Country,Date,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Tocopilla,CL,2022-10-01 16:17:01,-22.092,-70.1979,66.07,59,11,8.66
277,Ahipara,NZ,2022-10-01 16:17:02,-35.1667,173.1667,57.83,96,83,7.0
278,Bira,RU,2022-10-01 16:12:20,49.0,132.4667,40.8,73,8,2.06
279,Rawah,IQ,2022-10-01 16:17:03,34.4816,41.9093,87.04,14,0,5.64
280,Shache,CN,2022-10-01 16:17:04,38.4167,77.2406,71.35,22,100,11.43
281,Sept-Iles,CA,2022-10-01 16:17:05,50.2001,-66.3821,54.05,45,20,10.36
282,Sindor,RU,2022-10-01 16:17:05,62.8629,51.8905,42.73,98,100,7.27
283,Algiers,DZ,2022-10-01 16:14:27,36.7525,3.042,73.22,57,20,11.5
284,Broome,US,2022-10-01 16:17:07,42.2506,-75.833,64.42,64,0,9.22
285,Rapid Valley,US,2022-10-01 16:17:07,44.0625,-103.1463,62.64,77,75,21.85
286,Port Macquarie,AU,2022-10-01 16:18:08,-31.4333,152.9167,54.9,76,85,6.42
287,Biak,ID,2022-10-01 16:18:09,-0.9131,122.8766,76.28,84,46,1.57
288,Vao,NC,2022-10-01 16:18:09,-22.6667,167.4833,71.19,68,100,11.99
289,Aykhal,RU,2022-10-01 16:18:10,66.0,111.5,18.68,96,92,4.94
290,Vernon,CA,2022-10-01 16:18:10,50.2581,-119.2691,64.24,61,30,1.14
291,Susangerd,IR,2022-10-01 16:18:11,31.5608,48.1831,94.84,8,0,9.82
292,Kongolo,CD,2022-10-01 16:18:12,-5.3833,27.0,78.64,63,80,8.5
293,Coos Bay,US,2022-10-01 16:18:12,43.3665,-124.2179,66.18,68,0,13.8
294,Kota Bahru,MY,2022-10-01 16:18:13,6.1333,102.2386,80.55,78,20,2.3
